Flight_No.,Booking_Code,Departure_Timestamp,Arrival_Timestamp,Passenger_Name,Seat_No.,Class,Fare,Extras,Loyalty_Points,Status,Gate,Terminal,Baggage_Claim,Duration_Hours,Layovers,Layover_Locations,Aircraft_Type,Pilot,Cabin_Crew,Inflight_Entertainment,Meal_Option,Wifi_Available,Window_Seat,Aisle_Seat,Emergency_Exit_Row,Number_of_Stops,Reward_Program_Member,Airline_Name
7452,BCLZ,2023-01-23 05:03:45,2023-11-05 19:55:34,Name_BBRGJ,SeatPDO,First,116.14,Extra Baggage,0,Cancelled,GateUH,B,ClaimROP,6878.9,1,LOCYCJ,TypeXGE,Pilot_ROLO,Crew_PCXK,True,Non-Vegetarian,Not Available,False,True,False,1,False,British Airways
6153,BFFS,2023-02-01 11:24:11,2023-05-07 16:15:46,Name_DDXUA,SeatGNO,Business,654.88,No Extras,0,Confirmed,GateGT,D,ClaimPDE,2284.9,1,LOCYMB,TypeODT,Pilot_AUKL,Crew_UYQI,True,Vegetarian,Available,False,True,True,1,True,Air Canada
7023,BUIW,2023-06-23 15:54:43,2023-11-03 02:14:24,Name_BJOLC,SeatVMV,First,943.82,Meal,0,Cancelled,GateVM,B,ClaimBPA,3178.3,1,LOCGNI,TypeZDK,Pilot_IKOS,Crew_WRRH,False,Vegetarian,Available,True,False,True,1,False,Hawaiian Airlines
5300,BIRJ,2023-07-13 03:53:06,2023-09-28 16:28:29,Name_DINJJ,SeatRTX,Economy,482.22,No Extras,0,Cancelled,GateHD,C,ClaimVTC,1860.6,2,LOCZPP,TypeGGW,Pilot_CTTP,Crew_CYHE,True,Vegan,Not Available,True,False,False,2,True,American Airline
3787,BJAR,2023-10-08 03:25:48,2023-12-21 11:34:49,Name_EKNFK,SeatLWC,Business,165.62,No Extras,0,Pending,GateHR,A,ClaimVPK,1784.2,0,LOCHTE,TypeAHJ,Pilot_MTJH,Crew_LKJH,True,No Meal,Available,True,False,False,0,True,Singapore Airlines
3155,BVJG,2023-10-27 17:35:35,2023-12-03 18:17:32,Name_KCMRR,SeatTSN,Economy,395.49,Extra Baggage,0,Pending,GateVQ,D,ClaimMMS,888.7,1,LOCRXE,TypeULM,Pilot_OXNQ,Crew_ZGGO,False,No Meal,Available,False,True,False,1,False,SkyWest Airlines
8019,BHKV,2023-03-27 15:43:25,2023-07-14 11:58:44,Name_FMFLG,SeatPJI,First,857.84,Meal,0,Pending,GateYJ,A,ClaimRNJ,2612.3,2,LOCHQZ,TypeCGS,Pilot_VSMW,Crew_WRPH,True,Vegetarian,Available,False,True,True,2,True,Singapore Airlines
6360,BFSI,2023-07-24 22:55:09,2023-11-09 09:07:23,Name_NICOG,SeatGXE,First,170.82,Extra Baggage,2608,Pending,GateGQ,D,ClaimDZO,2578.2,2,LOCPGY,TypeNWH,Pilot_LVGH,Crew_VLWA,False,Vegan,Available,True,False,True,2,True,Emirates
5230,BKBK,2023-06-06 12:13:26,2023-11-12 23:45:58,Name_GXUSB,SeatLLU,Economy,550.91,Meal,0,Confirmed,GateRF,A,ClaimYHT,3827.5,2,LOCJDF,TypeDYX,Pilot_GAGB,Crew_NFKY,False,Vegan,Available,False,True,True,2,False,Air Canada
8607,BESQ,2023-03-16 14:34:26,2023-08-08 08:56:35,Name_TXNEA,SeatQIO,First,864.36,No Extras,0,Pending,GateOE,B,ClaimMPU,3474.4,2,LOCJFG,TypeLWV,Pilot_ZLDU,Crew_PZWI,True,No Meal,Available,True,False,True,2,True,American Airline
9598,BRVN,2023-01-05 00:03:23,2023-02-19 13:52:17,Name_LLSUV,SeatYLN,Economy,796.94,Extra Baggage,0,Confirmed,GateQR,A,ClaimYPQ,1093.8,1,LOCXHK,TypeJUV,Pilot_CFCQ,Crew_YNBQ,False,Vegan,Available,False,True,False,1,True,Singapore Airlines
5197,BJQK,2023-10-10 06:47:39,2023-10-18 11:17:43,Name_BXMLW,SeatTNQ,First,536.74,No Extras,0,Pending,GateTE,D,ClaimUUG,196.5,2,LOCPHL,TypeEDB,Pilot_GDSX,Crew_NORF,False,Vegetarian,Available,True,False,True,2,True,Qantas
6412,BBJU,2023-01-01 20:01:43,2023-10-28 12:31:16,Name_WGUBH,SeatMSE,Economy,643.1,No Extras,0,Pending,GateNV,B,ClaimDTZ,7192.5,2,LOCWIB,TypeAMC,Pilot_UEOF,Crew_LQVX,True,Vegan,Not Available,False,True,True,2,False,JetBlue Airways
5499,BANK,2023-10-24 13:00:14,2023-12-22 02:48:00,Name_SSRBB,SeatVYH,Economy,315.76,No Extras,0,Pending,GateSH,D,ClaimMVF,1405.8,0,LOCMDC,TypeDRY,Pilot_WZIX,Crew_CXXX,False,Vegetarian,Not Available,False,True,False,0,True,United Airlines
5909,BKJT,2023-05-24 10:13:33,2023-11-06 12:34:08,Name_MFHSF,SeatXQZ,Business,936.42,No Extras,0,Pending,GateOB,C,ClaimWLF,3986.3,2,LOCMPY,TypeOUG,Pilot_VEQP,Crew_SJHS,False,Vegan,Not Available,False,True,False,2,False,Delta Air Lines
8169,BUEE,2023-06-17 02:04:20,2023-12-09 05:36:08,Name_SIOQW,SeatGOG,First,79.49,Meal,0,Cancelled,GateDS,A,ClaimLMS,4203.5,0,LOCHVN,TypeJIB,Pilot_XDCF,Crew_HDOA,True,Vegetarian,Available,True,False,False,0,False,United Airlines
4262,BNZY,2023-03-27 23:04:57,2023-06-16 15:53:50,Name_HIEFU,SeatTKH,Business,397.25,Meal,605,Cancelled,GateKB,C,ClaimOEQ,1936.8,2,LOCGST,TypeAZY,Pilot_YZXQ,Crew_XQAY,False,Vegetarian,Not Available,False,True,False,2,True,Frontier Airlines
3989,BYEF,2023-01-05 15:34:36,2023-03-29 08:51:32,Name_ZUKGT,SeatWOQ,First,425.69,Extra Baggage,0,Cancelled,GateTT,B,ClaimWMO,1985.3,1,LOCVKM,TypeATR,Pilot_IDEP,Crew_GXWC,True,Non-Vegetarian,Not Available,True,False,False,1,False,KLM Royal Dutch Airlines
8654,BXPW,2023-01-12 00:49:25,2023-07-12 15:11:50,Name_OMONF,SeatZUJ,First,786.8,Meal,0,Confirmed,GateEU,C,ClaimDOK,4358.4,1,LOCLTZ,TypeNFF,Pilot_OMVH,Crew_CMTV,True,Vegetarian,Not Available,True,False,True,1,True,Alaska Airlines
3224,BOFT,2023-02-09 09:00:38,2023-08-04 17:43:08,Name_DRRDU,SeatOWM,First,499.28,Extra Baggage,0,Confirmed,GateWM,D,ClaimVNH,4232.7,2,LOCLTK,TypeSME,Pilot_HWRK,Crew_DDKZ,False,Vegetarian,Not Available,False,True,True,2,True,British Airways
6376,BPST,2023-05-03 02:21:33,2023-07-24 01:12:35,Name_ACEXT,SeatWTQ,First,864.91,Extra Baggage,0,Confirmed,GateJQ,D,ClaimRHN,1966.9,1,LOCPMV,TypeYMC,Pilot_HYBG,Crew_QSZT,False,Vegan,Available,True,False,True,1,False,KLM Royal Dutch Airlines
3920,BMSM,2023-03-10 08:52:15,2023-04-25 18:51:20,Name_FDELG,SeatYOU,Business,319.98,Meal,0,Pending,GateWT,D,ClaimCYX,1114.0,2,LOCEHO,TypeLOX,Pilot_SFJZ,Crew_RPCG,True,Vegetarian,Not Available,True,False,False,2,True,KLM Royal Dutch Airlines
8701,BHFV,2023-04-26 00:44:23,2023-08-27 12:43:48,Name_MHMLJ,SeatHQD,Business,218.63,Extra Baggage,0,Pending,GateSF,B,ClaimNPU,2964.0,1,LOCUMK,TypeTNW,Pilot_SIFO,Crew_OXXQ,False,No Meal,Available,True,False,True,1,False,United Airlines
7541,BQEH,2023-03-16 11:29:51,2023-04-14 23:38:55,Name_JHNWD,SeatBXL,Economy,284.83,Meal,0,Cancelled,GateYK,D,ClaimNPG,708.2,1,LOCYDQ,TypePPO,Pilot_YIPX,Crew_AGLT,True,Non-Vegetarian,Not Available,True,False,True,1,False,British Airways
6615,BRSL,2023-02-11 07:44:51,2023-03-25 05:25:46,Name_TBIFS,SeatPJN,First,214.53,No Extras,0,Cancelled,GateEE,B,ClaimDWV,1005.7,2,LOCVZR,TypeSIQ,Pilot_DNFA,Crew_CPBG,True,Non-Vegetarian,Available,True,False,True,2,False,Lufthansa
5315,BYLM,2023-02-13 11:22:35,2023-10-12 20:32:05,Name_CMKNQ,SeatKKP,Economy,374.06,Meal,0,Cancelled,GateUS,C,ClaimVEY,5793.2,1,LOCIEN,TypeRJQ,Pilot_LUJS,Crew_MSKB,False,Vegetarian,Available,True,False,False,1,True,Frontier Airlines
7100,BDJP,2023-09-23 04:34:05,2023-09-28 00:00:38,Name_REYCG,SeatESV,Economy,280.95,No Extras,0,Pending,GateNN,A,ClaimDME,115.4,0,LOCGVJ,TypeIYS,Pilot_YNCV,Crew_IICX,True,Non-Vegetarian,Available,False,True,False,0,True,Air Canada
3783,BELP,2023-09-15 13:16:52,2023-11-19 09:20:25,Name_FCTMK,SeatXKX,Business,635.94,Extra Baggage,0,Cancelled,GateMO,A,ClaimCCU,1556.1,0,LOCCZB,TypeUEB,Pilot_FIJU,Crew_WRQT,True,Vegetarian,Not Available,False,True,True,0,False,Frontier Airlines
3808,BWOU,2023-05-17 16:37:42,2023-11-04 23:07:40,Name_UBHLL,SeatLHG,Economy,62.67,No Extras,0,Pending,GateDX,A,ClaimAAH,4110.5,1,LOCWXJ,TypeWZC,Pilot_XRCY,Crew_JFKK,True,Non-Vegetarian,Available,False,True,True,1,False,Hawaiian Airlines
4331,BBWP,2023-04-13 07:03:13,2023-05-19 02:51:58,Name_WOYHL,SeatIPA,Economy,529.34,Meal,0,Pending,GateCQ,A,ClaimNBC,859.8,2,LOCKEJ,TypeZCN,Pilot_HGXW,Crew_UXJD,False,Non-Vegetarian,Not Available,False,True,False,2,False,American Airline
3178,BKVI,2023-03-14 02:28:40,2023-07-21 17:27:24,Name_WYJUC,SeatJBM,Economy,423.21,No Extras,0,Confirmed,GateSO,A,ClaimWIN,3111.0,0,LOCBXD,TypeGKJ,Pilot_RHPC,Crew_AOGM,False,Vegetarian,Not Available,True,False,True,0,True,Alaska Airlines
1797,BBRM,2023-05-20 17:00:43,2023-08-08 07:41:23,Name_FYVON,SeatDRZ,Economy,365.56,No Extras,0,Pending,GatePW,B,ClaimKUG,1910.7,2,LOCCBQ,TypeFJW,Pilot_TAHH,Crew_XXID,False,Non-Vegetarian,Available,True,False,True,2,True,Singapore Airlines
3846,BMHJ,2023-08-29 05:56:39,2023-12-15 14:58:51,Name_CRUXX,SeatPAX,Economy,121.52,Meal,0,Cancelled,GateHO,C,ClaimOWD,2601.0,0,LOCBBY,TypeEAS,Pilot_NDKI,Crew_JFYH,False,Vegan,Not Available,False,True,False,0,False,SkyWest Airlines
1929,BQXU,2023-10-06 23:20:44,2023-11-01 23:01:34,Name_QNNPS,SeatKFT,Economy,741.09,No Extras,0,Pending,GateNI,D,ClaimYJL,623.7,2,LOCHLZ,TypeXVF,Pilot_TJZN,Crew_OPCH,False,Vegetarian,Not Available,True,False,False,2,False,SkyWest Airlines
5818,BAPZ,2023-08-12 05:33:56,2023-10-02 22:09:53,Name_KEAVT,SeatNTZ,First,394.02,Meal,0,Pending,GateGA,C,ClaimJXF,1240.6,0,LOCWRL,TypeQAO,Pilot_ZWEV,Crew_LHWR,True,Vegan,Not Available,False,True,False,0,False,British Airways
4091,BKAF,2023-08-02 23:13:51,2023-10-15 06:36:23,Name_YRZNE,SeatNHP,First,942.98,No Extras,0,Confirmed,GateZX,D,ClaimBOQ,1759.4,0,LOCKWO,TypeNBN,Pilot_MNHK,Crew_DDOH,True,No Meal,Available,True,False,False,0,True,SkyWest Airlines
3262,BLPZ,2023-07-10 10:15:02,2023-10-18 13:52:21,Name_EVEJJ,SeatLOZ,First,952.66,Meal,343,Pending,GateSF,B,ClaimXOQ,2403.6,2,LOCXIE,TypeWOR,Pilot_WTSO,Crew_LEBA,True,Vegan,Not Available,True,False,False,2,True,Emirates
8549,BKRB,2023-05-02 07:24:16,2023-07-16 10:08:59,Name_INAXF,SeatXGC,Economy,594.99,Extra Baggage,0,Confirmed,GateSI,D,ClaimEPJ,1802.7,1,LOCGLI,TypeVKN,Pilot_SBSE,Crew_SWXV,False,No Meal,Available,True,False,False,1,False,Air France
4480,BQQT,2023-03-05 22:27:27,2023-11-30 09:15:48,Name_YZGLO,SeatHZT,Business,384.08,Extra Baggage,3094,Cancelled,GateNL,C,ClaimPUW,6466.8,1,LOCIPF,TypeVXC,Pilot_SODC,Crew_UZDU,False,Non-Vegetarian,Available,False,True,False,1,True,American Airline
4342,BUDF,2023-01-20 19:44:34,2023-08-01 07:23:37,Name_PCPHN,SeatYNG,Economy,429.6,No Extras,0,Cancelled,GateYI,B,ClaimYFK,4619.7,1,LOCQWY,TypeUHT,Pilot_PNSO,Crew_XZIL,True,Vegan,Available,False,True,False,1,False,Spirit Airlines
7053,BXOK,2023-04-23 13:35:49,2023-10-21 11:28:31,Name_ZCLNS,SeatTUU,Economy,323.24,Meal,0,Pending,GateEN,D,ClaimIRS,4341.9,1,LOCCFC,TypeAKF,Pilot_TBVL,Crew_WYUW,True,Vegetarian,Not Available,True,False,False,1,True,British Airways
8574,BRQB,2023-05-20 08:49:26,2023-06-23 19:06:33,Name_DLCVW,SeatQWL,First,699.54,Meal,0,Cancelled,GateCE,A,ClaimCZE,826.3,2,LOCDYH,TypeRQB,Pilot_VRID,Crew_ODGH,True,Non-Vegetarian,Not Available,True,False,True,2,False,Air Canada
8859,BMZF,2023-05-21 12:55:43,2023-11-28 20:18:17,Name_PCCGJ,SeatDSE,Business,557.69,Extra Baggage,931,Confirmed,GateHW,C,ClaimIUQ,4591.4,0,LOCLFF,TypeTFX,Pilot_DWJG,Crew_KIQV,False,No Meal,Not Available,False,True,False,0,True,Emirates
5174,BKTG,2023-04-11 05:04:26,2023-09-22 03:09:58,Name_YPMSF,SeatAKP,Business,451.18,No Extras,4416,Pending,GateOO,D,ClaimKGP,3934.1,0,LOCHPF,TypeJGC,Pilot_QALV,Crew_JDFE,False,Non-Vegetarian,Not Available,True,False,True,0,True,Singapore Airlines
8147,BRQM,2023-05-08 22:39:40,2023-10-21 01:12:25,Name_UXIXN,SeatBBK,Business,547.27,Extra Baggage,0,Cancelled,GateAF,A,ClaimIER,3962.5,2,LOCLLO,TypeBPU,Pilot_MVJL,Crew_QFLD,True,Vegetarian,Not Available,True,False,True,2,False,Air France
5770,BUNI,2023-02-26 04:54:04,2023-12-26 04:06:12,Name_QGHET,SeatICA,Business,165.44,No Extras,0,Confirmed,GateIR,C,ClaimXNV,7271.2,1,LOCJLZ,TypeWAX,Pilot_BWPQ,Crew_PNEL,True,Vegan,Available,False,True,False,1,False,Frontier Airlines
6833,BMFV,2023-05-04 20:09:43,2023-08-16 17:48:34,Name_WLVBP,SeatWLR,Economy,679.69,No Extras,0,Cancelled,GateCJ,D,ClaimMFS,2493.6,2,LOCVND,TypeZPR,Pilot_EEUQ,Crew_ACRH,False,Vegetarian,Available,False,True,True,2,False,Singapore Airlines
9205,BAAD,2023-10-19 18:16:07,2023-11-20 20:23:56,Name_YCOQP,SeatXJP,Economy,539.15,Extra Baggage,0,Cancelled,GateRN,A,ClaimTHN,770.1,0,LOCOQT,TypeBGE,Pilot_VHIS,Crew_PVPA,False,Vegetarian,Available,False,True,True,0,False,Allegiant Air
8002,BNRP,2023-06-04 13:12:11,2023-10-07 21:12:06,Name_COALJ,SeatPMD,First,634.22,No Extras,0,Confirmed,GateKW,D,ClaimFIK,3008.0,1,LOCPHQ,TypeDYS,Pilot_WHNO,Crew_RRHP,True,Vegetarian,Not Available,False,True,True,1,True,Spirit Airlines
3293,BCFZ,2023-10-07 20:44:44,2023-10-31 08:03:31,Name_WFHTF,SeatKVA,Economy,313.71,Extra Baggage,0,Pending,GateEU,C,ClaimRYX,563.3,1,LOCDKR,TypeVEA,Pilot_NPNH,Crew_UIBF,True,Vegan,Available,True,False,False,1,False,Emirates
3045,BAKJ,2023-09-13 13:59:56,2023-12-12 10:24:57,Name_SDVPE,SeatNLW,Business,755.89,No Extras,0,Cancelled,GateRS,A,ClaimXUB,2156.4,1,LOCWBZ,TypeSRY,Pilot_BFKJ,Crew_WCES,False,No Meal,Available,False,True,False,1,True,KLM Royal Dutch Airlines
2037,BRDF,2023-06-02 18:23:13,2023-09-28 12:28:09,Name_PRYMM,SeatNZH,Business,504.73,No Extras,0,Confirmed,GateKP,D,ClaimFQY,2826.1,0,LOCQPB,TypeNBB,Pilot_MKOA,Crew_KAXS,False,Vegan,Available,True,False,True,0,False,Alaska Airlines
7242,BSIJ,2023-05-22 23:13:39,2023-07-17 05:32:00,Name_RHUGV,SeatIKN,Economy,143.76,Meal,0,Cancelled,GateJN,D,ClaimNTP,1326.3,1,LOCFSH,TypeLQD,Pilot_VLMB,Crew_TGIS,True,Vegetarian,Available,True,False,False,1,True,Hawaiian Airlines
9448,BTWE,2023-03-25 05:47:20,2023-12-29 15:04:31,Name_OBDPL,SeatEAS,Economy,685.96,No Extras,0,Confirmed,GateSS,B,ClaimPSM,6705.3,1,LOCVTA,TypeWRS,Pilot_ZFWY,Crew_LTTI,True,Vegetarian,Available,True,False,True,1,False,British Airways
7162,BVYP,2023-04-09 15:20:20,2023-09-11 19:24:10,Name_PYWQT,SeatMNI,Business,157.23,Meal,0,Confirmed,GateBB,A,ClaimHNK,3724.1,1,LOCGCJ,TypeBZU,Pilot_IKEC,Crew_PZHQ,False,Vegan,Not Available,False,True,False,1,True,Frontier Airlines
5073,BYVB,2023-01-15 07:40:19,2023-08-16 22:50:26,Name_JOSNA,SeatVUY,Economy,106.44,Meal,0,Cancelled,GatePA,A,ClaimKBP,5127.2,0,LOCHWY,TypeRMG,Pilot_FDMX,Crew_RGNE,True,Vegetarian,Available,True,False,False,0,True,KLM Royal Dutch Airlines
2283,BIKB,2023-01-04 17:50:58,2023-11-17 16:00:57,Name_UYDBW,SeatICU,First,757.29,No Extras,0,Pending,GatePD,C,ClaimRAB,7606.2,2,LOCRCU,TypeJID,Pilot_TUZC,Crew_VEXR,False,Vegan,Not Available,False,True,True,2,False,British Airways
7732,BRBN,2023-03-14 00:57:54,2023-09-19 22:14:21,Name_HBKJK,SeatNNY,Business,497.69,No Extras,0,Confirmed,GateYN,C,ClaimFCP,4557.3,0,LOCCKJ,TypeOMY,Pilot_LBOR,Crew_MHOP,True,No Meal,Available,False,True,False,0,False,British Airways
6945,BWDH,2023-02-09 17:45:00,2023-04-11 06:40:39,Name_IZXDD,SeatJIG,Business,74.1,Extra Baggage,0,Pending,GateUV,C,ClaimZIA,1452.9,0,LOCFCI,TypeFTT,Pilot_EZCZ,Crew_VWBT,False,Vegetarian,Not Available,False,True,True,0,False,Qantas
4487,BHAA,2023-10-13 12:36:24,2023-11-04 03:55:04,Name_UAWDA,SeatQLI,Business,537.18,No Extras,2775,Confirmed,GateGI,C,ClaimAHQ,519.3,0,LOCTNN,TypeDFQ,Pilot_DTEQ,Crew_YNGB,True,Vegetarian,Not Available,True,False,True,0,True,JetBlue Airways
3184,BDRS,2023-06-30 08:18:37,2023-12-30 04:56:26,Name_DDANP,SeatFXS,Business,900.46,Extra Baggage,0,Confirmed,GateST,D,ClaimLIE,4388.6,0,LOCCTG,TypeUMX,Pilot_FKLG,Crew_WFDL,False,No Meal,Available,False,True,False,0,True,Qantas
9550,BJRJ,2023-01-07 23:58:16,2023-11-03 19:51:39,Name_IXYGN,SeatWQN,Economy,140.11,No Extras,0,Pending,GatePF,C,ClaimAOQ,7195.9,2,LOCXIQ,TypeNPF,Pilot_GVLF,Crew_TING,False,Vegan,Not Available,False,True,True,2,True,Hawaiian Airlines
4187,BIVG,2023-08-31 19:27:51,2023-12-25 12:58:36,Name_ENMWB,SeatAOX,Business,379.58,Extra Baggage,0,Cancelled,GateDT,D,ClaimOPF,2777.5,1,LOCCTC,TypeJDI,Pilot_TJUF,Crew_MTXU,True,Vegan,Available,False,True,False,1,True,Delta Air Lines
6495,BFAE,2023-01-08 12:19:18,2023-03-27 15:40:25,Name_ZWTLU,SeatRQX,Economy,838.78,Extra Baggage,0,Cancelled,GateOY,D,ClaimERM,1875.4,0,LOCGKF,TypeIBX,Pilot_PRNJ,Crew_FYCL,True,No Meal,Available,True,False,True,0,True,Emirates
3297,BSOZ,2023-02-21 22:15:16,2023-03-27 14:14:29,Name_GBURJ,SeatPIR,Economy,291.47,Meal,0,Cancelled,GateOJ,B,ClaimTXT,808.0,2,LOCJMR,TypeSUA,Pilot_JVEA,Crew_CNUS,True,Vegetarian,Not Available,False,True,True,2,False,Hawaiian Airlines
8097,BXNG,2023-06-04 06:09:53,2023-08-13 12:23:06,Name_FZXGL,SeatKSE,Business,153.12,Meal,0,Pending,GateCL,D,ClaimHPP,1686.2,2,LOCSLI,TypeCTG,Pilot_PBVQ,Crew_RYDU,False,Non-Vegetarian,Available,True,False,False,2,True,Alaska Airlines
9469,BILQ,2023-08-08 17:02:01,2023-11-14 04:39:51,Name_UPSTR,SeatBFB,First,471.33,Extra Baggage,0,Confirmed,GateYY,C,ClaimWWG,2339.6,1,LOCUWM,TypeMKC,Pilot_AMLD,Crew_CVVL,True,Vegan,Not Available,False,True,False,1,False,SkyWest Airlines
4544,BRBQ,2023-01-16 19:46:56,2023-12-21 17:53:16,Name_VNOHX,SeatDHP,Economy,871.41,No Extras,0,Confirmed,GateYA,B,ClaimWLT,8134.1,2,LOCHOS,TypeUOY,Pilot_UQBA,Crew_FDUD,False,No Meal,Not Available,True,False,True,2,False,Alaska Airlines
7831,BXTG,2023-03-12 22:19:50,2023-09-03 18:45:12,Name_OYULZ,SeatOAZ,Economy,358.66,Extra Baggage,0,Confirmed,GateHR,B,ClaimAUY,4196.4,0,LOCNYC,TypeEDG,Pilot_CKHI,Crew_QTGI,True,Vegetarian,Not Available,False,True,True,0,True,Alaska Airlines
1391,BJOA,2023-02-18 15:51:29,2023-12-02 21:47:09,Name_VRJTN,SeatDCA,Economy,844.64,Extra Baggage,0,Cancelled,GateMX,C,ClaimCHB,6893.9,2,LOCEIC,TypeIPD,Pilot_TQVX,Crew_LHYN,False,No Meal,Available,False,True,False,2,False,British Airways
1968,BXKH,2023-10-11 17:17:52,2023-11-01 01:43:44,Name_SYPVV,SeatDJA,Business,157.91,Meal,0,Confirmed,GateKT,D,ClaimGYR,488.4,1,LOCGRN,TypeLYH,Pilot_HPVW,Crew_HKAP,False,Non-Vegetarian,Available,True,False,True,1,False,SkyWest Airlines
6151,BZLC,2023-04-20 13:04:15,2023-06-22 07:41:25,Name_TFMKA,SeatGOI,First,436.84,Extra Baggage,2273,Pending,GateDX,A,ClaimWDU,1506.6,2,LOCHJS,TypeOKR,Pilot_WHYI,Crew_FQNH,False,Vegan,Not Available,True,False,True,2,True,Lufthansa
5364,BYOU,2023-06-19 00:15:37,2023-08-23 05:07:56,Name_ISEGB,SeatPET,Economy,514.03,Extra Baggage,0,Confirmed,GateXI,C,ClaimCLY,1564.9,1,LOCOVM,TypeAGL,Pilot_PFHA,Crew_PERM,False,Non-Vegetarian,Available,False,True,False,1,True,Delta Air Lines
4307,BEEQ,2023-11-05 04:54:33,2023-11-22 21:16:38,Name_TOFAV,SeatAJQ,Economy,425.27,Meal,915,Confirmed,GateDC,D,ClaimOGL,424.4,0,LOCOQL,TypeAGW,Pilot_ZEAY,Crew_NEXT,False,Vegan,Not Available,True,False,False,0,True,Frontier Airlines
7125,BZBA,2023-06-16 20:15:57,2023-06-26 00:24:44,Name_EBVUN,SeatWYS,Economy,893.0,Meal,1630,Cancelled,GateHN,B,ClaimULK,220.1,1,LOCOKM,TypeNYF,Pilot_BRSW,Crew_JIEN,True,Vegan,Available,True,False,False,1,True,United Airlines
5370,BRYI,2023-01-28 13:29:42,2023-01-29 05:29:20,Name_QLFGP,SeatQUO,First,346.96,No Extras,4850,Pending,GateOG,D,ClaimXLC,16.0,0,LOCKFE,TypeGYH,Pilot_XPUB,Crew_TDTC,True,Vegetarian,Not Available,True,False,False,0,True,United Airlines
5838,BETM,2023-05-22 08:11:40,2023-10-13 01:45:26,Name_YMBVV,SeatZZC,Economy,870.97,Extra Baggage,0,Pending,GateXW,D,ClaimDKC,3449.6,1,LOCZFW,TypeANT,Pilot_YCOS,Crew_RUUQ,False,Non-Vegetarian,Not Available,False,True,True,1,False,American Airline
9277,BBVM,2023-07-20 16:04:16,2023-09-15 09:13:54,Name_QXEBU,SeatJNQ,First,841.8,No Extras,0,Pending,GatePA,C,ClaimUIF,1361.2,0,LOCVAF,TypeJKU,Pilot_HTGC,Crew_UQTD,False,No Meal,Not Available,True,False,False,0,True,Singapore Airlines
4134,BYHJ,2023-03-18 03:35:53,2023-06-20 19:34:29,Name_TWZXA,SeatQFM,Economy,790.33,No Extras,0,Confirmed,GateHB,C,ClaimQUR,2272.0,0,LOCSUM,TypeMJI,Pilot_BOLM,Crew_LTAD,True,Non-Vegetarian,Available,False,True,True,0,False,Emirates
2054,BTFK,2023-01-15 18:37:32,2023-01-27 22:14:35,Name_AHKLD,SeatGIP,First,292.26,Meal,0,Pending,GateYG,C,ClaimJMH,291.6,0,LOCWIG,TypeJGF,Pilot_SMRV,Crew_SYDT,True,Vegetarian,Not Available,True,False,False,0,True,Qantas
4729,BNYJ,2023-06-18 09:22:22,2023-10-18 12:52:20,Name_XGYMG,SeatEQA,First,396.14,Extra Baggage,0,Pending,GateYT,D,ClaimKZU,2931.5,1,LOCURC,TypeDNK,Pilot_UVFK,Crew_HHUD,True,No Meal,Not Available,True,False,True,1,True,British Airways
3669,BJKD,2023-04-29 12:41:18,2023-07-22 11:57:22,Name_DLUWR,SeatIYR,Economy,584.23,No Extras,0,Pending,GateCQ,A,ClaimRBV,2015.3,0,LOCXNI,TypeLNR,Pilot_TDUW,Crew_MLPB,False,Non-Vegetarian,Not Available,True,False,True,0,False,United Airlines
1275,BYXC,2023-02-16 19:38:43,2023-09-01 19:55:06,Name_MSCNP,SeatRMI,First,191.48,Meal,0,Pending,GateDD,D,ClaimFFC,4728.3,0,LOCZCZ,TypeVXE,Pilot_GSLN,Crew_NFER,False,Non-Vegetarian,Not Available,False,True,True,0,False,American Airline
6717,BIEA,2023-06-18 07:21:47,2023-07-25 15:43:44,Name_YBTXA,SeatUGE,Business,464.06,Extra Baggage,0,Pending,GateRN,C,ClaimMKW,896.4,1,LOCDUL,TypeAYS,Pilot_XMAJ,Crew_ZFCT,False,Non-Vegetarian,Available,False,True,False,1,False,Southwest Airlines
9022,BKHU,2023-01-14 00:39:13,2023-12-02 18:56:27,Name_YNVDE,SeatXHW,First,56.73,Extra Baggage,0,Cancelled,GateCX,B,ClaimORJ,7746.3,1,LOCOJY,TypeFKF,Pilot_XPUJ,Crew_DTOK,False,No Meal,Not Available,True,False,True,1,False,British Airways
9000,BEBI,2023-03-08 23:15:19,2023-08-09 03:19:59,Name_GKLHU,SeatAAX,First,257.75,No Extras,0,Confirmed,GateBI,A,ClaimMOX,3676.1,2,LOCKXD,TypeGFC,Pilot_XVHL,Crew_WKPS,False,Vegan,Available,False,True,False,2,True,Qantas
1128,BFKJ,2023-10-22 21:14:34,2023-11-18 04:09:23,Name_GCBRJ,SeatWUM,First,877.15,Meal,0,Pending,GateUF,C,ClaimIWF,630.9,1,LOCJDN,TypeOTE,Pilot_OWHC,Crew_KDJX,True,Vegetarian,Available,False,True,True,1,False,SkyWest Airlines
8077,BLCG,2023-02-01 23:02:15,2023-11-14 17:32:14,Name_SVOZQ,SeatRBI,First,59.97,Meal,0,Pending,GateEV,C,ClaimTIY,6858.5,2,LOCHVV,TypeLOE,Pilot_KMLR,Crew_ZPFI,True,Non-Vegetarian,Not Available,True,False,True,2,False,Delta Air Lines
